Name;Year;GEOGRAPHY;GEOGRAPHY;GEOGRAPHY;GEOGRAPHY;GEOGRAPHY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;REALITY;HUMAN FACTOR;HUMAN FACTOR;HUMAN FACTOR;HUMAN FACTOR;HUMAN FACTOR;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;DOMAINS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;GOALS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MEANS;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;MY APPROACH;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME;CONTENT TO ME
Meander;1998;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Neon;1998;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Suburb;1998;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Transit;1998;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Water;1998;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Apartment;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3 Piano;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Avenue;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Block;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Circuit;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Corridor;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Interval;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Set;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Transfer;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Descent;2000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0,1;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,3;0;0;0;1;0;0;0;0;0;0;0;0;0,1;0;0;0;0,3;0;0;0;0;0;0,4;0;0;0,2;0;0;0;0,7;1;0,5;0;0;0;0;0;0;0;1;0;0,7;1;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0,7;0,6;0,5;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0,3;0;0,7;0;0;0,3;0;0,3;0,3;0,3;0;0;0;0
Balance;2000;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0,3;0;0,3;0;0;0;0;0;0;0;1;0;0;0;0,5;0;0,5;0;0;0;1;0,6;0;0;0;0;0;1;0;0,5;0;0,4;0;0,1;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;1;0,7;1;0;0,5;1;1;0;1;0;0;0,2;1;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0,5;0;0;0,3;0;0;0;0;0;0;0;0,2;0,3;0;0,5;0;0;0,3;0;0,6;0;0;0,6;0;0,7;0;0;0;0;0
Complex;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0,3;0,7;0;0;0;0,2;0,5;0;0;0,3;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0,3;0,5;0,3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0,8;0;0;0,2;0;0;0;0;0;0;0;0;0,3;0;0;0
Court;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0,7;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0,5;1;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0,5;0;1;0;0;0;0;1;0,5;0;1;0,7;0;0;0;0,7;0;1;0;0;0;0,5;0;0;0,1;0;0;0;0;0;0,5;0;1;0;0,7;0;0;0;0;0;0;0,7;0,3;0,3;0;0;1;0;0;0;0;0;0,7;0;0;0;0;0;0,3;0;0,7;0,5;0;0,5;0;0;0;0;0,3;0;0;0;0;0,5;0;0;0;0;0,5;0,5;0;0;0,3;0,8;0,5;0;0;0,6;0;0;0,4
Facade;2000;1;0;0;0;0;0,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;1;0;0,5;0,3;0;0;1;0;0;0;0;0;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;1;0;0,7;0,7;0;1;1;1;0;1;1;0;0;0;0,2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0,8;0,7;0;0;1;0;0,4;0;0;0;0;0;0;0;0,5;0;0,8;1;0;0;0;0;1;1;0;0,5;0;0;0,6;0
Flow;2000;1;0;0;0;0;0;0;0;0,3;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0,2;0;1;0;0;0;0;0;0;0,3;0;1;0,3;0,5;0;0;0;0;0;0,2;0,4;0;0;0,7;0;0;0,5;0;0;1;0;0;0;0;0,6;0;0;0;0;0;0,3;0;0,6;0;0;0,3;0;0;0;0;0;0;1;0;0,2;0;1;0,2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0,3;0;0;0,3;0;0,3;0;0,3;0;0,5;0;0;0;0;0,4;0,3;0;0,3;0;0;0;0,2;1;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0
Home;2000;1;0;0;0;0;0;0,5;0;0;1;0;0;0;0;1;0;0,2;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0,3;0;0;0;0;0;0,8;0;0;0;0;0;0;0,3;0;0,3;1;0;0;0;0;1;0,5;0;0,5;0,5;0;0;0;0,5;0;1;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0,7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,3;0;0;0;0;0,3;0;0;0,5;0;0;0,2
Neighbourhood;2000;1;0;0;0;0;0;0,2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0,3;0;1;0;0;0;0;0;0,5;0,5;0;0,6;0;0,5;0;0;0;0;0;0,5;0,5;0;0,3;0,3;0;0;0;0;0;0,6;0,6;0;0,8;0,4;0;0,2;0,7;0;0,2;0;0,7;0;0;0;0;0,5;0;0;0;0;0;0;1;0;0,8;0;0,5;0,5;0;1;0;0;0,7;0;0;1;0,7;0;0;0,5;0;0;0;0;0;0;0;0,3;0;0;0,5;0;0,2;0;0,2;0;0,4;0;0;0;0;0,3;0,4;0;0;0;0;0;0,9;1;0;0,8;0;0;0,7;0,5;0;0;0;0;0,2;0;0;0
Spot;2000;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0,5;0;0;0;0,4;1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0,2;0;0,3;0;0;0,7;0,4;0;0;0;0;1;0;0;0;0;0,3;0,7;0;0;0;0,8;0,5;0,5;0,2;0,5;0;0,8;0;0,3;0;1;0;0;0;0,3;0,5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0,3;0,5;0;0,3;0,2;0;0;0;0;0;0;0,2;0;0;0,5;0;0;0;0;0;0,3;0;0;0;0,3;0;0;0;0;0,3;0,3;0;0;0
Capital;2000;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;1;0,5;0;1;1;0;0;0;0,7;0;0;1;0;0,1;0,2;0;1;0,6;0;0,7;0;0;1;1;0,5;0;0;0,7;0;0,4;0,5;0,5;1;0,5;0;1;1;0;0;0;1;0;1;0;0;0;0,5;0,7;0;0;0;0;0;1;1;0;1;0;0,5;1;0;0;0;0;0,6;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0,4;1;0,3;0,7;0,7;0,7;0,4;0;0;0;1;0;0,3;1;1;0;0,8;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0,7;1;0;0;0
Parallel;2000;1;0;0;0;0;0;0,2;0;0;1;0;0;0;0;1;0;0,8;0;0;0;0,7;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0,7;0;0;0;0;0;1;0;1;0,7;0,7;0;0;0;0;0;0;0,4;0;0,7;0;0;0,5;0,5;0;0;0;1;0;1;0;0;0;0,3;0;0,3;0;1;0;1;1;1;0;1;0,5;0;0;0;0;0,8;0;0;1;0,7;0;1;0;0;0;0;0;0;0,5;0;0,4;0;0;0;0;0;0;0,5;0;1;0;0;0;0;1;0,4;0;0;0;0,3;0;1;1;0;0;0,7;0,7;0;0,5;0;0,5;0,3;0,5;0;0;0;0
Exit;2001;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0,6;0;0;0;0;0;0,6;0,8;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0,5;0;0,8;0;0;1;0,2;0;0;0;0,4;0,6;0;0,8;0,2;0,8;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0,3;0,2;0;0,3;0;0;0;0,3;0;0;0;0;0;0,3;0,2;0;0;0;0;0,5;0,7;0;0;0,6;0;0,7;0;0,3;0;0;0
Ground;2001;1;0;0;0;0;0,3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0,5;0;0;0;0;0;0;0,3;0;0;1;0;0;0;0;0,5;0;0;0;0;0;0;0,3;0,8;0;0;0,8;0;0,5;0,3;0;0;0;0;0;0;0;0;0;0;1;0,2;0;1;0;0;0,8;0;0,8;0;0;0;1;0,5;0;0;0;0;0;0;0;0;0;0;1;0;0;0,3;0,4;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,3;0;0;0,6;1;0;0;0;0
Passing;2001;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0,5;0;0,5;0;0;0,5;0,5;1;1;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;1;0;0;0;0;0,2;0,8;0;0;0;0;0,7;0;0;0;0;0;0;0;0;0;0;0;0,5;0;1;0;1;0,2;0;0;0;1;0,3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,2;0,3;0,3;0;0;0;0;0;0;0,2;0;0;0;0;0;0,5;0;0;0;0,7;0;0;0;0;0,4;0;0;0;0
Setting;2001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0,4;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0,7;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0,5;0,7;0;0;0;0;0;0;0;0;0;1;1;0,5;0,5;0,5;1;0;0,8;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Still;2001;1;0;0;0;0;0,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,2;0;0;0,3;0,4;0;0,3;0;0;0;0;0;0,4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,5;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,3;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0,7;0;0;0;0
Building;2001;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;1;1;0;1;1;0;0;1;1;0;0;0,2;0,7;0;0,5;1;0;0;0;0;0;1;0;0,5;0;0;0,7;0,3;0,2;0;0;0,4;0;0;0;0;1;0;0;0,7;0,8;0;0;0;0,7;0;1;0;0;0,7;0,7;0,8;0;0;0;0;0;1;1;0;0;0,5;0,5;0,5;1;0;0;0,3;0;0;1;1;0;0,2;0;0;0;0;0;0;0;1;1;0;0;0;0,6;0;0,3;0,8;0,6;0;0;0;1;0;0;1;0,2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Expo;2001;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0,2;0,2;0;1;0;0;0,2;0;0;0,6;0,7;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0,6;0,5;0,7;0;0;0;0;0,8;0,4;0;0,5;0,3;0;0;0,2;0,7;0;0,7;0;0;0;0,7;0,5;0;0;0;0;0;0;0;0;0;0;1;0,5;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0,6;0;0;0;0,5;0,5;0;0;0;0;0;0,4;0,8;0;0;0;0;0;0;1;0;0,3;0;0;0;0;0;0,6;0,3;0,6;0,8;0;0;0,3
Flux;2001;1;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0,2;0;0;0,4;1;0;0;0;0,7;0;0;0;0;0;0;0,2;0;1;0;1;0;0;0,7;0,2;0,2;0,2;0;0;0;0;0;0;0,3;0;0;0;0,5;0;0;0;0;0;0,8;0;0;0;0,8;0,8;0;0;0,5;0;0;0;0;0;0;0,5;1;0,3;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0,8;0,8;0,2;0,8;0,5;0;0;0;0;0;0;0;0;0;0;0;1;0,3;0;0;0;0;0,3;0;0;0,3;0,5;0;0;0;0,6;0;0;0
Intersection;2001;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0,7;0;0;0;0;0;0;1;1;1;0;0,7;0;0;0;0;0;1;0;0;0;0;0;0,7;0;0;0;1;0,6;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0,7;0;1;0;1;0;0;0,4;1;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0,3;0;0,3;0;0;0,3;0,3;0;0;0;0,8;0;0,8;0;0;0;0;0,4;0,7;0;0,5;1;0;0,5;0,5;0;0;0;0
Two Sixty Four;2001;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0,2;0;1;0;0;0;0;0;0,5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0,5;0,8;0;0,5;1;0;0;0;1;0;0,5;0;0;0;0;0;0;0;0;1;0;0;0;0,3;1;0,7;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,5;0;0,3;0;0;0;0;0;0,3;0;0;0;0;0,6;0;0;1;1;0;0;0;0;0,5;0;0;0;0,5;0,5;0;0;0;0
Domicile;2002;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0,5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0,5;0,7;0;0;0;0;1;0,1;0,5;0,7;0;0;0;0,2;0,5;0;1;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0,7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0,4;0,4;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;0;0;0;0;0;0,5;0;0;0,5;0;0;0,7
Park ;2002;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0,5;0,2;0;0;0;1;1;0,6;0;0;0;0;1;1;0;0,3;0;0,7;0;0,7;0,3;0;0;0,5;0;0;0;0;0;0,3;1;1;0,2;1;0,2;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gate;2002;1;0;0;0;0;0;0,5;0;0;1;0;0;0,5;0;0;0;0,7;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;0,4;0;0,5;0;0;1;0;0;0;0,4;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0,6;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0,5;0;0;0;0;0;1;0;1;0;0,5;0,5;0;1;0;0;1;0;0;0;0;1;1;0,5;0;0;0;1;0;0;0;0,5;0;0;0,3;0;0;0;0,3;0,3;1;0;0;0;0;0,2;0;0,6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0
Mezzanine;2002;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0,8;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0,7;0,5;0;0;1;0;0;0,5;0,7;0;0,5;1;1;1;0;1;0;0,4;0;0,5;1;1;0;0;0,2;0;0;0,5;0;0;0;1;1;0,7;0,2;1;0;0;0,3;0,7;1;0;1;0;0;0,7;0,7;0;0,5;0;0,2;0;0;0;0;0,7;0;1;1;0,4;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0,8;1;0,2;1;0;0,5;0;0,7;0,3;0;0;0,5;0;0;0;1;1;0;0,7;0,4;0;0;0;0,5;0,5;0,5;0;0,5;0,2;0,6;0,7
